projid,external_management,client_base,risk,contract_type,Contractor_type,Delivery_model,state,jv,Sector,Profit Center Lock indicator,recur_revenue,Service_focus,Contract_type2,actual_margin,original_bid_margin,Days,start_year,Bid_margin_per_day
882,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,195545.93,223656.62,729,2019, 307 
883,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,53413.09,102107.71,-32296,2019,-3 
884,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,38481.66,-565.51,729,2019,-1 
885,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,1951266.71,1903131.86,729,2019," 2,611 "
886,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,117533.51,200883.72,176,2019," 1,141 "
887,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,225375.51,124396.57,2191,2019, 57 
888,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,329125.05,253897.99,129,2019," 1,968 "
889,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,27,Type 3,3366778.91,1064517.16,518,2019," 2,055 "
890,no,Public Sector,5,2,1,3,Quebec,yes,Indigo,no,N,15,Type 2,28972398.11,9285590,-25903,2018,-358 
891,no,Public Sector,5,2,1,3,Quebec,yes,Indigo,no,N,15,Type 2,-13527543.25,28675644.98,-25903,2018,"-1,107 "
892,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,106966.91,147594.55,115,2019," 1,283 "
893,no,Public Sector,1,1,2,1,Alberta,no,Green,yes,N,7,Type 3,64065.21,39772.99,168,2019, 237 
894,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,61092.21,84940.05,729,2019, 117 
895,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,58026.72,34945.03,729,2019, 48 
896,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 1,192838.29,148406.44,897,2019, 165 
897,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,650140.26,398969.51,141,2019," 2,830 "
898,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,13,Type 1,216192.37,175375.58,729,2019, 241 
899,no,Public Sector,3,2,1,3,British Columbia,no,Red,no,N,6,Type 2,15287177.06,12171179.71,0,2019, -   
900,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-58500.4,760631.14,898,2019, 847 
901,no,Private Sector,3,2,1,1,Ontario,no,Yellow,no,N,7,Type 2,1046802.18,775799.86,667,2019," 1,163 "
902,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,55936.81,34503.52,729,2019, 47 
903,no,Public Sector,2,1,1,1,International,no,Blue,no,N,27,Type 3,434984.44,154680.88,152,2019," 1,018 "
904,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,27,Type 3,124495.19,187222.61,518,2019, 361 
905,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,83892.85,31999.64,93,2019, 344 
906,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,82329.11,30258.68,93,2019, 325 
907,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,1,Type 1,8178.04,0,0,2019, -   
908,no,Private Sector,3,2,1,1,Alberta,no,Red,no,N,13,Type 2,22133492,652000.24,0,2019, -   
909,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,131079.94,45634.49,52,2019, 878 
910,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,13,Type 2,1258811.87,827689.42,0,2019, -   
911,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,49883.81,34032.81,366,2019, 93 
912,no,Private Sector,2,1,1,2,British Columbia,no,Red,no,N,1,Type 1,-535562.2,0,0,2019, -   
913,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,1,Type 1,666844.51,33018,0,2019, -   
914,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,1274790.73,1453212.43,697,2019," 2,085 "
915,no,Private Sector,1,3,1,1,Ontario,no,Yellow,no,N,7,Type 3,138855.35,115998.16,719,2019, 161 
916,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,797539.89,1065052.75,2191,2019, 486 
917,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,70763.36,47486.64,729,2019, 65 
918,no,Indirect Public/Utility,2,2,2,1,Ontario,no,Blue,no,N,27,Type 1,193181.51,4432.51,477,2019, 9 
919,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,-64548.2,59815.08,729,2019, 82 
920,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,-25173.54,9852.23,729,2019, 14 
921,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,-1926.79,9342.58,729,2019, 13 
922,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,24,Type 3,-24707.75,38575.27,106,2019, 364 
923,yes,Public Sector,5,2,1,1,Alberta,yes,Green,no,N,17,Type 2,624209.86,789027.37,0,2020, -   
924,no,Public Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,502738.5,365727.97,729,2019, 502 
925,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,51634.06,-18155.24,729,2019,-25 
926,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,55767.39,38035.81,729,2019, 52 
927,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,446639.09,174762.65,96,2019," 1,820 "
928,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,-30147.1,54954.59,729,2019, 75 
929,no,Private Sector,3,2,1,1,Ontario,no,Red,yes,N,5,Type 1,261418.51,317444,0,2019, -   
930,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,28405.62,27484.28,729,2019, 38 
931,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,yes,N,7,Type 3,1233981.17,721603.76,85,2019," 8,489 "
932,no,Indirect Public/Utility,1,1,1,2,Quebec,no,Blue,yes,Y,13,Type 1,1584906.48,-3114322.96,607,2019,"-5,131 "
933,no,Private Sector,3,2,1,1,Ontario,no,Blue,yes,N,26,Type 2,106948.93,14273.15,729,2019, 20 
934,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,168125.57,65174.98,729,2019, 89 
935,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,66153.04,51448.57,729,2019, 71 
936,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,-2398.87,32205.11,729,2019, 44 
937,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 1,93586.16,104172.95,1094,2019, 95 
938,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 1,39538.09,70853.31,1094,2019, 65 
939,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,37057.87,58635.15,729,2019, 80 
940,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,14,Type 3,100790.91,57047.31,423,2019, 135 
941,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,34920.66,41222.72,729,2019, 57 
942,no,Indirect Public/Utility,3,2,1,2,British Columbia,no,Blue,no,N,13,Type 2,-62853.09,153223.53,1094,2019, 140 
943,no,Indirect Public/Utility,1,1,2,1,Ontario,no,Blue,no,N,21,Type 3,-1016083.49,4908176.77,2191,2020," 2,240 "
944,no,Private Sector,3,2,1,1,Alberta,no,Blue,no,N,26,Type 2,79385.39,117103.9,729,2019, 161 
945,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,345544.54,107032.42,729,2019, 147 
946,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,59435.32,198925.72,729,2019, 273 
947,no,Private Sector,3,2,1,1,Ontario,no,Red,no,N,1,Type 2,30713693.72,35110172.42,1136,2019," 30,907 "
948,no,Public Sector,2,1,2,2,Ontario,no,Orange,no,N,3,Type 1,1647296.63,-1284127.13,0,2020, -   
949,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,2226030.51,1238205.13,557,2019," 2,223 "
950,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,734693.18,684610.81,557,2019," 1,229 "
951,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,2240020.57,1318446.42,557,2019," 2,367 "
952,no,Private Sector,3,2,1,3,Saskatchewan,no,Green,no,N,17,Type 2,5271283.83,4081742.14,756,2019," 5,399 "
953,no,Private Sector,3,2,1,3,Nova Scotia,no,Red,no,N,1,Type 2,1670647.91,740206.07,557,2019," 1,329 "
954,no,Private Sector,4,2,1,1,Ontario,no,Red,no,N,13,Type 2,8474076.03,3055871.26,1824,2020," 1,675 "
955,no,Private Sector,3,2,1,1,Ontario,no,Red,no,N,1,Type 2,13819277.78,6011187.12,0,2021, -   
956,no,Public Sector,2,1,2,1,Saskatchewan,no,Green,yes,N,7,Type 3,536791.76,306458.64,388,2019, 790 
957,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,73973.31,180302.87,729,2019, 247 
958,no,Private Sector,3,2,1,3,Ontario,no,Orange,yes,N,2,Type 2,0,102030.01,730,2019, 140 
959,no,Private Sector,3,2,1,3,Ontario,no,Orange,yes,N,2,Type 2,127561.33,142597.39,730,2019, 195 
960,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-167059.55,98746.05,152,2020, 650 
961,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,438303.04,187571.8,729,2020, 257 
962,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,-13550.1,-2641.4,729,2020,-4 
963,no,Indirect Public/Utility,3,2,2,1,Ontario,no,Blue,no,N,26,Type 2,739670.6,610694.05,729,2020, 838 
964,no,Indirect Public/Utility,1,1,1,1,Ontario,no,Blue,no,N,13,Type 3,7871310.49,4183698,1094,2020," 3,824 "
965,no,Indirect Public/Utility,3,1,2,1,Ontario,no,Blue,no,N,21,Type 3,291485.07,121164.93,729,2020, 166 
966,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,21,Type 3,85012.1,89505.77,729,2020, 123 
967,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 1,173548.91,6923.74,365,2020, 19 
968,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,10,Type 1,90767.48,33900,365,2020, 93 
969,no,Private Sector,3,2,1,3,Nova Scotia,no,Red,yes,N,1,Type 2,26521.41,83363.51,287,2020, 290 
970,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,1346927.34,300042.5,495,2020, 606 
971,no,Public Sector,2,1,2,1,Saskatchewan,no,Green,yes,N,7,Type 3,715977.58,357908.42,298,2020," 1,201 "
972,no,Public Sector,5,2,1,1,British Columbia,yes,Green,no,N,7,Type 2,4959345,25293818,1096,2020," 23,078 "
973,no,Private Sector,3,3,1,1,Ontario,no,Blue,no,N,26,Type 2,357972.74,290234.7,729,2020, 398 
974,no,Public Sector,5,1,1,1,Quebec,no,Green,no,N,14,Type 3,80778.86,3281877.16,307,2020," 10,690 "
975,no,Private Sector,3,1,1,1,British Columbia,no,Red,no,N,13,Type 2,7563370.33,2841184.04,0,2020, -   
976,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 2,44065.12,31187.37,729,2020, 43 
977,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,331689.08,178183.86,729,2020, 244 
978,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,374564.96,132203.55,172,2020, 769 
979,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,111130.79,150504.03,729,2020, 206 
980,no,Private Sector,3,2,1,1,Alabama,no,Orange,no,N,12,Type 2,794617.52,388157.8,0,2020, -   
981,no,Private Sector,3,2,1,1,British Columbia,no,Red,no,N,13,Type 2,21490410.91,21889050.26,0,2020, -   
982,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 1,26095.44,0,730,2020, -   
983,no,Indirect Public/Utility,3,2,2,1,Ontario,no,Blue,no,N,26,Type 2,-1103355.48,245288.04,729,2020, 336 
984,no,Public Sector,4,2,1,3,British Columbia,yes,Green,no,N,17,Type 2,96635331.9,117106419,1461,2020," 80,155 "
985,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,1,Type 2,342217.19,144669.13,0,2020, -   
986,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,no,N,7,Type 3,2981272.33,564264.41,618,2020, 913 
987,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,20018.83,-48321.87,729,2020,-66 
988,no,Private Sector,3,2,1,1,Ontario,no,Orange,no,N,2,Type 2,125840.01,137588.09,0,2020, -   
989,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,1405326.97,1045258.5,231,2020," 4,525 "
990,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,14,Type 1,350762.93,596446.13,0,#VALUE!, -   
991,no,Indirect Public/Utility,4,2,1,1,British Columbia,no,Blue,no,N,23,Type 2,-3084831.73,19664520,729,2020," 26,975 "
992,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,103830.96,247125.52,176,2020," 1,404 "
993,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,66216.91,-154346.16,0,2020, -   
994,no,Indirect Public/Utility,1,1,2,1,Ontario,no,Blue,no,N,23,Type 3,5929930.82,1488724.55,365,2020," 4,079 "
995,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 2,-256855.63,441221.56,729,2020, 605 
996,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,1375065.41,544483.55,126,2020," 4,321 "
997,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,N,27,Type 3,3261334.93,1028704.64,241,2020," 4,268 "
998,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-182872.27,414086.82,203,2020," 2,040 "
999,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,30604.72,14422.65,274,2020, 53 
1000,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,1186844.59,296565.69,207,2020," 1,433 "
1001,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,1710541.92,1003971.09,222,2020," 4,522 "
1002,no,Indirect Public/Utility,3,2,2,1,Ontario,no,Blue,no,N,26,Type 2,203986.33,134382.93,274,2020, 490 
1003,no,Private Sector,2,1,2,1,Quebec,no,Red,yes,N,13,Type 1,-1890406.34,83333.33,0,2020, -   
1004,no,Public Sector,1,1,1,1,Ontario,no,Blue,no,N,21,Type 3,401149.39,170084.82,244,2020, 697 
1005,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,88885.1,287225.49,729,2020, 394 
1006,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,71805.85,131134.58,172,2020, 762 
1007,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,99170.48,-659817.82,2556,2020,-258 
1008,no,Private Sector,2,1,1,1,Ontario,no,Blue,no,N,26,Type 3,166212.37,135662.41,729,2020, 186 
1009,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,181262.43,281427.28,189,2020," 1,489 "
1010,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,85133.29,83435.54,729,2020, 114 
1011,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,90342.04,49469.71,729,2020, 68 
1012,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,36239.32,83915.44,729,2020, 115 
1013,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,100032.86,583425.64,182,2020," 3,206 "
1014,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,1223252.56,863684.09,186,2020," 4,643 "
1015,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,61877.96,119458.36,729,2020, 164 
1016,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,52904.29,49809.82,729,2020, 68 
1017,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,301724.61,1061848.71,505,2020," 2,103 "
1018,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,44492.13,4111.63,244,2020, 17 
1019,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,77047.55,49212.79,729,2020, 68 
1020,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,1,Type 1,92055.84,16709.39,0,2020, -   
1021,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,-5020.19,-5429.03,198,2020,-27 
1022,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,105537.92,91034.59,292,2020, 312 
1023,no,Public Sector,2,2,1,3,Saskatchewan,no,Red,no,N,6,Type 3,2158.54,0,0,2020, -   
1024,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,yes,N,13,Type 1,84799.18,58982.22,729,2020, 81 
1025,no,Private Sector,2,1,2,1,Quebec,no,Red,yes,N,1,Type 2,0,81986.01,0,2020, -   
1026,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,385023.64,197114.38,194,2020," 1,016 "
1027,no,Private Sector,2,1,2,1,Quebec,no,Red,yes,N,13,Type 1,77512.98,42755.96,213,2020, 201 
1028,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,247438.7,-765366.34,2191,2020,-349 
1029,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 1,212063.19,152882.01,161,2020, 950 
1030,no,Private Sector,2,1,1,1,British Columbia,no,Red,yes,N,1,Type 2,0,1645665.18,0,2020, -   
1031,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-598012.67,929928.35,416,2020," 2,235 "
1032,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,116378.66,36798.88,364,2020, 101 
1033,no,Private Sector,3,2,1,1,Ontario,no,Red,no,N,12,Type 2,10708580.81,6378126.01,554,2020," 11,513 "
1034,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,14,Type 3,820176.31,957927.38,185,2020," 5,178 "
1035,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,163693.12,16515.87,729,2020, 23 
1036,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,945422.93,841511.92,389,2020," 2,163 "
1037,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,542707.08,184934.6,130,2020," 1,423 "
1038,no,Private Sector,2,1,1,1,Ontario,no,Blue,no,N,26,Type 3,129977.25,185074.38,729,2020, 254 
1039,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,-176326.72,0,729,2020, -   
1040,no,Private Sector,3,2,1,1,Ontario,no,Orange,no,N,2,Type 2,137072.91,-726978.29,0,2020, -   
1041,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,179005.21,302674.99,54,2020," 5,605 "
1042,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,-3634.5,0,364,2020, -   
1043,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,236721.79,133040.05,149,2020, 893 
1044,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,N,27,Type 3,491470.42,246703.38,364,2020, 678 
1045,no,Private Sector,1,1,2,1,Ontario,no,Yellow,yes,N,7,Type 1,57459.25,26785,532,2020, 50 
1046,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,275365.24,0,364,2020, -   
1047,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,84360.79,-149778.93,729,2020,-205 
1048,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,-78807.6,119157,144,2020, 827 
1049,no,Private Sector,3,1,1,1,Ontario,no,Red,no,N,12,Type 1,295558.14,119975,156,2021, 769 
1050,no,Private Sector,2,1,1,1,Quebec,no,Red,yes,N,1,Type 2,158761.42,0,1986,2020, -   
1051,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,183842.54,193504.2,161,2020," 1,202 "
1052,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,991225.61,1025507.17,130,2020," 7,889 "
1053,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-72155.59,351599.34,132,2020," 2,664 "
1054,no,Indirect Public/Utility,2,1,1,3,Saskatchewan,yes,Red,no,N,6,Type 1,1827248.34,1385465,0,2020, -   
1055,no,Public Sector,3,2,1,1,South Carolina,no,Orange,yes,N,2,Type 1,93524.58,0,0,2020, -   
1056,no,Indirect Public/Utility,3,2,2,1,Ontario,no,Blue,no,N,26,Type 2,97104.65,71759.13,729,2020, 98 
1057,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,276179.92,126729.28,143,2020, 886 
1058,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-2988427.97,1234460.4,416,2020," 2,967 "
1059,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,76477.35,0,729,2020, -   
1060,no,Public Sector,2,1,2,1,Ontario,no,Green,no,N,14,Type 3,338044.21,121532.16,141,2020, 862 
1061,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,1,Type 1,2302428.11,933563.32,0,2020, -   
1062,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,359842.49,503086.38,729,2020, 690 
1063,no,Public Sector,3,1,2,1,Ontario,no,Green,no,N,14,Type 3,186399.07,1188723.95,141,2020," 8,431 "
1064,no,Indirect Public/Utility,2,2,1,2,Alberta,no,Blue,yes,N,13,Type 2,617425.86,318898.54,729,2020, 437 
1065,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-181310.26,130853.77,122,2020," 1,073 "
1066,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,-69560.6,67623.14,112,2020, 604 
1067,no,Private Sector,3,2,3,1,Ontario,no,Yellow,yes,N,7,Type 2,-263785.24,152951.71,128,2020," 1,195 "
1068,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,73057.87,-113918.95,364,2020,-313 
1069,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,13,Type 3,1053005.51,1998500.13,729,2020," 2,741 "
1070,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,-1896782.14,-42647.52,2191,2020,-19 
1071,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,13,Type 2,-55096.43,1844614,729,2020," 2,530 "
1072,no,Private Sector,2,1,1,1,Ontario,no,Yellow,no,N,17,Type 3,538244.51,126779.45,354,2020, 358 
1073,no,Indirect Public/Utility,2,1,2,1,International,no,Blue,no,N,27,Type 3,115741.25,109831.34,729,2020, 151 
1074,no,Private Sector,3,2,2,3,Ontario,no,Red,no,N,13,Type 2,0,281414.46,486,2020, 579 
1075,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,777139.85,465816.12,480,2020, 970 
1076,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,3565605.52,1357984.24,446,2020," 3,045 "
1077,no,Private Sector,1,1,1,1,Florida,no,Orange,no,N,3,Type 1,1080118.76,-4361198.25,0,2020, -   
1078,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,284386.53,-2266879.37,2191,2020,"-1,035 "
1079,no,Private Sector,2,1,1,1,Ontario,no,Blue,no,N,26,Type 3,110708.79,148375.15,729,2020, 204 
1080,no,Public Sector,3,1,2,1,British Columbia,no,Green,yes,N,14,Type 3,536941.75,195114.89,465,2020, 420 
1081,no,Public Sector,5,1,2,1,Ontario,no,Green,no,N,14,Type 3,3559422.37,1461155.91,465,2020," 3,142 "
1082,no,Public Sector,5,1,1,1,Ontario,no,Green,no,N,14,Type 1,-1853451.75,111926.44,465,2020, 241 
1083,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,104336.87,47106.33,364,2020, 129 
1084,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,27,Type 3,124678.51,121733.61,729,2020, 167 
1085,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,27,Type 3,319040.91,184465.89,729,2020, 253 
1086,no,Indirect Public/Utility,2,1,2,1,Yukon Territory,no,Blue,no,N,27,Type 3,464966.79,399604.38,729,2020, 548 
1087,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,381749.36,347031.58,729,2020, 476 
1088,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,No Type,0,37761.06,729,2020, 52 
1089,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,308965.39,289895.12,729,2020, 398 
1090,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,20398.85,17394.84,364,2020, 48 
1091,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,364721,350771.56,475,2020, 738 
1092,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,120020.39,78914.19,404,2020, 195 
1093,yes,Public Sector,4,2,1,3,British Columbia,yes,Green,no,N,7,Type 2,78159658.63,69470677.53,1917,2020," 36,239 "
1094,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,21,Type 3,3985324.88,4467790.73,971,2020," 4,601 "
1095,no,Public Sector,2,1,2,1,Ontario,no,Blue,no,N,23,Type 2,71644.4,34011.59,729,2020, 47 
1096,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,Y,23,Type 3,126287.11,69600.47,729,2020, 95 
1097,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,59354.76,-299373.99,0,2020, -   
1098,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,63470.06,0,0,2020, -   
1099,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,23,Type 3,73116.44,57672.96,364,2020, 158 
1100,no,Private Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-92753.19,387.59,233,2020, 2 
1101,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,78032.1,36026.21,729,2020, 49 
1102,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,127763.04,68723.41,729,2020, 94 
