projid,external_management,client_base,risk,contract_type,Contractor_type,Delivery_model,state,jv,Sector,Profit Center Lock indicator,recur_revenue,Service_focus,Contract_type2,actual_margin,original_bid_margin,Days,start_year,Bid_margin_per_day
438,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,-33798.17,167353.07,437,2016, 383 
439,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,454704.67,193542.45,536,2016, 361 
440,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,19778.18,122542.13,263,2016, 466 
441,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,-83753.81,29825.4,420,2016, 71 
442,no,Private Sector,3,1,1,2,Ontario,no,Orange,yes,N,2,Type 1,19577309.56,5387941.77,308,2016," 17,493 "
443,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,470865.87,648854.28,1735,2017, 374 
444,yes,Public Sector,2,1,1,3,Ontario,no,Orange,no,N,3,Type 1,-1215247.84,18483489.4,637,2016," 29,016 "
445,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,128924.51,61740.13,73,2016, 846 
446,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,51837.86,142013.06,121,2016," 1,174 "
447,no,Private Sector,1,1,1,1,Ontario,no,Red,yes,N,1,Type 1,445441.88,-896303,150,2016,"-5,975 "
448,no,Public Sector,3,2,1,2,Ontario,no,Orange,yes,N,3,Type 2,551694.52,225062.18,261,2016, 862 
449,no,Private Sector,1,1,1,2,British Columbia,no,Red,yes,N,13,Type 1,112679.8,55360.95,0,2016, -   
450,no,Private Sector,1,1,1,2,British Columbia,no,Red,yes,N,13,Type 1,447089.23,393725.67,0,2016, -   
451,no,Private Sector,1,1,1,2,British Columbia,no,Red,yes,N,13,Type 1,169911.44,128348.46,0,2016, -   
452,no,Private Sector,1,1,1,2,British Columbia,no,Red,yes,N,13,Type 1,1542811.58,735567.93,517,2016," 1,423 "
453,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,631452.72,191803.52,70,2016," 2,740 "
454,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,22583.29,182533.1,102,2016," 1,790 "
455,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,645717.4,649997.39,1216,2016, 535 
456,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,74290.98,160327.69,239,2016, 671 
457,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,159209.68,77906.04,494,2016, 158 
458,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,162580.89,117423.41,106,2016," 1,108 "
459,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,17510.49,164194.17,266,2016, 617 
460,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,-63099.48,121288.03,484,2016, 251 
461,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,225369.1,131803.52,363,2017, 363 
462,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,159233.13,72308.01,484,2016, 149 
463,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,Y,22,Type 3,87197.71,64922.92,484,2016, 134 
464,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,266334.38,152799.24,484,2016, 316 
465,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,Y,22,Type 3,119446.16,125306.26,484,2016, 259 
466,no,Private Sector,1,2,1,3,British Columbia,no,Red,yes,N,6,Type 2,1316193.41,365186,213,2016," 1,714 "
467,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,133048.58,54643.71,484,2016, 113 
468,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,225895.72,132719.47,484,2016, 274 
469,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,538711.21,194843.2,484,2016, 403 
470,no,Private Sector,1,1,1,1,Alberta,no,Red,yes,N,1,Type 2,370730.31,187925.9,343,2016, 548 
471,no,Private Sector,1,1,1,1,Alberta,no,Red,yes,N,1,Type 1,2172169.65,1421174.03,0,2015, -   
472,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,299931.37,102601.12,461,2016, 223 
473,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,24640.39,101888.24,484,2016, 211 
474,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,335885.63,186420.18,461,2016, 404 
475,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,601255.12,172135.74,484,2016, 356 
476,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,258566.03,115819.69,484,2016, 239 
477,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,368679.44,127914.58,484,2016, 264 
478,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,137441.7,122578.6,181,2017, 677 
479,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,106912.51,154588.32,484,2016, 319 
480,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,451017.7,170534.06,461,2016, 370 
481,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,110104.9,112737.91,484,2016, 233 
482,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,370535.63,141726.56,484,2016, 293 
483,no,Private Sector,1,1,1,1,Ontario,no,Red,yes,N,1,Type 1,1008489.02,630435,461,2016," 1,368 "
484,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,127776.08,45348.27,484,2016, 94 
485,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,177670.31,99117.98,484,2016, 205 
486,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,140396.45,99580.53,484,2016, 206 
487,no,Private Sector,1,1,1,2,British Columbia,no,Red,yes,N,13,Type 1,121928.96,122950.34,0,2016, -   
488,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-43329.17,44964,460,2016, 98 
489,no,Private Sector,1,1,1,1,Alberta,no,Red,yes,N,1,Type 1,923033.43,0,0,2016, -   
490,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 1,3024.01,15000,385,2016, 39 
491,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 1,264071.65,286128,164,2016," 1,745 "
492,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,467154.49,197549.41,303,2017, 652 
493,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,5,Type 3,6606145.07,3939952.57,527,2016," 7,476 "
494,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,182883.7,68420.73,182,2016, 376 
495,no,Private Sector,1,1,1,1,Ontario,no,Red,yes,N,1,Type 1,1339321.18,832180,397,2016," 2,096 "
496,no,Private Sector,3,2,1,1,Nova Scotia,no,Red,yes,N,8,Type 2,375348.12,186388.97,220,2016, 847 
497,no,Private Sector,2,1,1,1,Ontario,no,Red,yes,N,11,Type 2,54721.05,0,0,2016, -   
498,no,Private Sector,3,1,1,2,British Columbia,no,Red,yes,N,13,Type 1,13728612.47,1548739,340,2017," 4,555 "
499,no,Public Sector,3,1,1,2,Ontario,no,Orange,yes,Y,3,Type 2,127442.4,103621,209,2016, 496 
500,no,Public Sector,1,1,1,2,Ontario,no,Orange,yes,Y,3,Type 1,914804.62,939950,690,2016," 1,362 "
501,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,5,Type 3,4685011.26,3868009.98,448,2016," 8,634 "
502,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,-4842.42,-266750.97,360,2017,-741 
503,no,Private Sector,2,1,1,2,Ontario,no,Red,yes,N,1,Type 1,423227.84,-620182.11,360,2017,"-1,723 "
504,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,35976.41,49556.47,354,2017, 140 
505,no,Public Sector,1,1,1,2,Ontario,no,Orange,yes,Y,3,Type 1,830610.07,119876,1417,2016, 85 
506,no,Private Sector,3,2,1,1,Nova Scotia,no,Red,yes,N,8,Type 2,153277.71,115683.68,123,2016, 941 
507,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,71590.51,61775.2,241,2017, 256 
508,no,Private Sector,1,1,1,2,Ontario,no,Blue,yes,Y,11,Type 1,0,195102,0,2017, -   
509,no,Private Sector,1,1,1,2,British Columbia,no,Red,yes,N,13,Type 1,667499.21,1390878.39,352,2017," 3,951 "
510,no,Private Sector,3,2,1,1,Nova Scotia,no,Red,yes,N,8,Type 2,-100303.3,62491.42,349,2017, 179 
511,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,466170.36,-670829.3,292,2016,"-2,297 "
512,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,254496.97,109592.3,144,2017, 761 
513,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,231795.46,-491448.7,103,2017,"-4,771 "
514,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,79974.2,40616.49,346,2017, 117 
515,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,399610.15,-0.38,155,2017,-0 
516,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,-7124.57,21138.81,316,2017, 67 
517,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,100781.95,26107.79,361,2017, 72 
518,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,357176.37,52107.68,315,2017, 165 
519,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,190953.57,73284.38,361,2017, 203 
520,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,322905.61,36375.67,361,2017, 101 
521,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,220372.19,42547.65,351,2017, 121 
522,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,113285.32,35815.87,354,2017, 101 
523,no,Indirect Public/Utility,3,1,1,2,Ontario,no,Blue,yes,N,22,Type 3,149653.29,54844.43,354,2017, 155 
524,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,22432.65,25603.93,308,2017, 83 
525,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,91451.29,31801.28,354,2017, 90 
526,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,97033.63,9539.89,267,2017, 36 
527,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,81939.81,32683.8,354,2017, 92 
528,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,72778.49,29445.24,385,2017, 76 
529,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,-30887.46,36088.93,382,2017, 94 
530,no,Indirect Public/Utility,3,1,1,2,Ontario,no,Blue,yes,N,22,Type 3,207912.51,58489.09,464,2017, 126 
531,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,334248.29,113275.58,354,2017, 320 
532,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,22,Type 3,223869.02,40501.23,382,2017, 106 
533,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,-27259.32,11971.59,354,2017, 34 
534,no,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,yes,N,21,Type 3,149286.43,-268942.38,382,2017,-704 
535,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,14884.58,16234.31,568,2017, 29 
536,no,Public Sector,3,2,1,1,Ontario,no,Yellow,yes,N,7,Type 2,35747.85,6667.36,289,2017, 23 
537,no,Public Sector,3,2,1,3,Ontario,no,Orange,yes,N,2,Type 2,68807.55,45131,0,2017, -   
538,no,Public Sector,3,2,1,2,Ontario,no,Orange,yes,N,2,Type 2,12671.73,46122,26,2017," 1,774 "
539,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,109210.53,25437.37,203,2017, 125 
540,no,Private Sector,1,1,1,1,Ontario,no,Red,yes,N,1,Type 1,21040.31,70196,6,2017," 11,699 "
541,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,18405.86,55199.53,344,2017, 160 
542,no,Private Sector,4,2,1,3,Ontario,no,Orange,no,N,3,Type 2,13729088.3,7380113,456,2017," 16,184 "
543,no,Public Sector,3,2,1,3,International,no,Yellow,no,N,24,Type 2,17188631.45,29432731.22,1212,2017," 24,284 "
544,no,Public Sector,3,2,1,3,International,no,Yellow,no,N,24,Type 2,11837655.62,11467267.87,1211,2017," 9,469 "
545,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,294329.75,171756.24,268,2017, 641 
546,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,11370.86,12903.49,42,2017, 307 
547,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,yes,N,22,Type 3,274378.48,103629.25,175,2017, 592 
548,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,yes,N,22,Type 3,75188.26,96714.36,175,2017, 553 
549,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,yes,N,22,Type 3,228115.42,173179.12,331,2017, 523 
550,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,yes,N,22,Type 3,385559.79,-492645.47,224,2017,"-2,199 "
551,no,Private Sector,3,2,2,1,Ontario,no,Yellow,yes,N,7,Type 2,-159700.98,85878.03,581,2017, 148 
552,no,Private Sector,3,2,2,1,Ontario,no,Yellow,yes,N,7,Type 2,-476969.07,73278.75,43,2017," 1,704 "
553,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,yes,N,22,Type 3,-27410.8,918271.6,1004,2016, 915 
554,no,Private Sector,2,1,1,1,Manitoba,no,Red,yes,N,5,Type 3,289178.68,1939910.22,258,2017," 7,519 "
555,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,44485.44,17844.21,101,2017, 177 
556,no,Public Sector,1,1,1,2,Ontario,no,Orange,yes,Y,3,Type 1,47741.15,4205,1043,2017, 4 
557,no,Private Sector,1,4,1,1,Ontario,no,Yellow,no,N,19,Type 5,-79965.22,0,939,2017, -   
558,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,312748.27,151717.86,392,2017, 387 
559,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-4993.73,68154.07,260,2017, 262 
560,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,190337.15,65580.65,354,2017, 185 
561,no,Private Sector,4,2,1,3,Ontario,no,Orange,no,N,3,Type 2,-45669566.84,11642258,729,2017," 15,970 "
562,no,Public Sector,3,1,1,3,Ontario,no,Orange,no,N,3,Type 4,-226603.45,0,576,2017, -   
563,no,Public Sector,1,1,1,2,Ontario,no,Orange,yes,Y,3,Type 2,117302.27,150999.93,356,2017, 424 
564,no,Public Sector,1,1,1,2,Ontario,no,Orange,yes,Y,3,Type 1,54973,45327,126,2017, 360 
565,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,3134803.06,3825662.39,826,2017," 4,632 "
566,no,Private Sector,3,2,1,1,Nova Scotia,no,Red,yes,N,8,Type 2,-26238.03,92022.3,6,2017," 15,337 "
567,no,Private Sector,2,1,1,1,Ontario,no,Red,yes,N,4,Type 1,54485522.54,12527952.99,6,2017," 2,087,992 "
568,no,Private Sector,3,2,1,1,Nova Scotia,no,Red,yes,N,8,Type 2,-3268.36,74404.23,122,2017, 610 
569,no,Private Sector,2,1,2,1,Ontario,no,Yellow,yes,N,7,Type 3,190191.94,75344.48,469,2017, 161 
570,yes,Public Sector,5,1,1,3,Ontario,no,Orange,no,N,3,Type 1,-72431800.52,-12000000,571,2017,"-21,016 "
571,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,123755.7,43468.77,108,2017, 402 
572,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,184954.31,147623.61,382,2017, 386 
573,no,Public Sector,2,1,1,1,Ontario,yes,Yellow,yes,N,7,Type 3,180817.16,108748.88,277,2017, 393 
574,no,Private Sector,1,1,1,1,Ontario,no,Red,yes,N,4,Type 1,-21344.81,0,62,2017, -   
575,no,Public Sector,1,1,1,2,Ontario,no,Orange,yes,Y,3,Type 1,1116362.47,1029708,0,2017, -   
576,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,94933.17,34931.39,388,2017, 90 
577,no,Private Sector,4,2,1,3,Ontario,no,Orange,no,N,3,Type 1,21814553.58,18115175,419,2017," 43,234 "
578,yes,Private Sector,4,2,1,3,Ontario,no,Orange,no,N,3,Type 2,36431838.04,28474272,382,2017," 74,540 "
579,no,Private Sector,3,2,1,2,Ontario,no,Orange,no,Y,3,Type 2,-1577065.27,551456.13,803,2018, 687 
580,no,Private Sector,3,1,1,1,Ontario,no,Red,yes,N,1,Type 1,415107.02,226697,299,2018, 758 
581,no,Private Sector,3,2,2,2,Ontario,no,Orange,yes,Y,3,Type 2,167879.22,563086,416,2017," 1,354 "
582,no,Private Sector,1,1,1,1,Ontario,no,Red,yes,N,1,Type 1,49506.09,37421.4,299,2018, 125 
583,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 1,1139734.07,0,306,2018, -   
584,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 1,121108.69,0,642,2018, -   
585,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 1,335235.35,0,408,2018, -   
586,no,Private Sector,3,2,1,1,Nova Scotia,no,Red,yes,N,8,Type 2,343046.42,97501,52,2018," 1,875 "
587,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-362746.78,101165.92,186,2018, 544 
588,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,230893.12,21305,620,2018, 34 
589,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-83983.1,104621.76,209,2018, 501 
590,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 1,-113903.52,0,55,2018, -   
591,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-41754.81,19322.23,205,2018, 94 
592,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-135126,443349.78,186,2018," 2,384 "
593,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,82629.71,99209.1,95,2018," 1,044 "
594,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,1123947.99,744029,607,2018," 1,226 "
595,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,509384.9,452876.71,2921,2018, 155 
596,no,Private Sector,3,1,1,1,Ontario,no,Red,yes,N,1,Type 1,224249.61,600769,299,2018," 2,009 "
597,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,21,Type 3,-187181.84,75615.82,51,2017," 1,483 "
598,no,Private Sector,3,1,1,1,Ontario,no,Red,yes,N,1,Type 1,194509.24,1733371.8,299,2018," 5,797 "
599,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,233760.53,126040.47,155,2018, 813 
600,no,Private Sector,2,1,2,1,Ontario,no,Yellow,yes,N,7,Type 3,146646.3,77183.44,696,2018, 111 
601,no,Private Sector,3,2,1,1,Ontario,no,Red,yes,N,1,Type 2,150392.31,62053.84,729,2018, 85 
602,no,Private Sector,3,2,2,1,Ontario,no,Red,no,N,5,Type 3,1752249.75,4501396.58,0,2018, -   
603,no,Private Sector,3,2,1,1,Ontario,no,Red,yes,N,1,Type 2,319528.73,65999,363,2018, 182 
604,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,373774.3,232999,248,2018, 940 
605,no,Private Sector,3,2,1,1,Ontario,no,Red,no,N,5,Type 3,13324078.63,6352307.6,407,2018," 15,608 "
606,no,Private Sector,2,1,1,1,Ontario,no,Red,yes,N,13,Type 2,7082998.03,1431120.85,455,2018," 3,145 "
607,no,Private Sector,4,2,1,3,Ontario,no,Orange,no,N,3,Type 1,92921.64,9516,452,2018, 21 
608,no,Private Sector,3,2,1,3,Ontario,no,Orange,no,N,3,Type 2,13453887.14,212576,364,2018, 584 
609,no,Private Sector,3,2,2,1,Ontario,no,Red,yes,N,13,Type 2,42603.14,71227.56,394,2018, 181 
610,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,150473,228838.45,554,2018, 413 
611,no,Private Sector,2,2,2,1,Ontario,no,Red,yes,N,13,Type 2,186434.15,-0.05,455,2018,-0 
612,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,1925565.49,1670784.95,541,2018," 3,088 "
613,no,Private Sector,3,2,1,2,Ontario,no,Orange,yes,Y,3,Type 2,181090.01,125716,347,2019, 362 
614,no,Private Sector,2,1,1,2,Ontario,no,Orange,yes,Y,3,Type 3,0,-0.6,347,2019,-0 
615,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,42328.8,0,1184,2019, -   
616,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,476712.21,160777.04,240,2019, 670 
617,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,399562.24,320504.69,240,2019," 1,335 "
618,no,Private Sector,2,1,1,3,Ontario,no,Orange,yes,N,3,Type 1,51284.38,0,315,2019, -   
619,no,Private Sector,3,2,1,1,Indiana,no,Red,yes,N,12,Type 2,2345153.42,1215139.68,241,2019," 5,042 "
620,no,Private Sector,1,1,1,2,Ontario,no,Orange,yes,Y,3,Type 1,1919047.71,678761,0,2019, -   
621,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,289267.96,235167.37,298,2019, 789 
622,no,Private Sector,1,1,1,1,Ontario,no,Red,yes,N,13,Type 1,501784.62,222576.69,151,2019," 1,474 "
623,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,570970.83,2142493.09,231,2019," 9,275 "
624,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,37274.31,39753.35,173,2019, 230 
625,no,Private Sector,3,1,1,1,Nunavut,no,Red,no,N,5,Type 1,4811859.45,10919874.25,0,2019, -   
626,no,Private Sector,4,2,2,2,Ontario,no,Orange,yes,Y,3,Type 2,-908418.06,64877.37,0,2019, -   
627,no,Private Sector,3,2,1,2,Ontario,no,Orange,yes,Y,3,Type 2,1088123.17,350793.13,266,2019," 1,319 "
628,no,Private Sector,3,1,1,2,Ontario,no,Red,yes,Y,1,Type 2,265583.11,79853.98,251,2019, 318 
629,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,162069.72,398673.51,189,2019," 2,109 "
630,yes,Public Sector,5,2,1,1,British Columbia,no,Yellow,no,N,16,Type 2,734089.35,1082043.28,263,2016," 4,114 "
631,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,5,Type 3,-318293.43,0,370,2016, -   
632,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,202349.66,249704.22,0,2017, -   
633,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,287542.05,384329.98,275,2017," 1,398 "
634,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,1053166.34,516449.67,275,2017," 1,878 "
635,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,263064.28,416272.13,527,2017, 790 
636,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,195450.27,154800.28,274,2017, 565 
637,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,yes,N,7,Type 3,225588.16,237946.42,326,2017, 730 
638,no,Private Sector,3,2,1,3,British Columbia,no,Red,no,N,6,Type 2,-366546.71,1,309,2017, 0 
639,no,Private Sector,3,2,1,3,British Columbia,no,Red,no,N,6,Type 2,422835.29,1,1534,2017, 0 
640,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,153554.18,418469.98,275,2017," 1,522 "
641,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,179641.67,271270,481,2017, 564 
642,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,654185.8,429972.35,198,2017," 2,172 "
643,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-333300.14,251673.63,553,2017, 455 
644,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-1532907.77,2482342,896,2017," 2,770 "
645,no,Private Sector,2,1,1,1,Manitoba,no,Red,yes,N,5,Type 3,2541081.54,587331.19,254,2017," 2,312 "
646,no,Private Sector,3,2,1,3,British Columbia,yes,Red,no,N,6,Type 2,3794521.57,22968944,1735,2017," 13,239 "
647,no,Public Sector,3,1,1,1,International,no,Green,yes,N,14,Type 1,0,1438519,275,2017," 5,231 "
648,no,Private Sector,3,1,1,1,Alberta,no,Red,yes,N,1,Type 3,206864.3,71094.87,0,2017, -   
649,no,Private Sector,3,2,1,1,Alberta,no,Red,yes,N,6,Type 2,165330.62,63687.53,128,2017, 498 
650,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,1267568.7,2254827.45,838,2017," 2,691 "
651,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,558239.06,112611.88,548,2017, 205 
652,no,Indirect Public/Utility,1,1,1,1,Ontario,no,Blue,no,Y,13,Type 1,620897.96,269299.79,205,2017," 1,314 "
653,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,286034.14,218756.81,275,2017, 795 
654,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,886127.2,495412.4,486,2017," 1,019 "
655,no,Private Sector,3,1,1,1,Ontario,no,Yellow,yes,N,7,Type 2,-21153.52,405798,362,2017," 1,121 "
656,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,3895779.05,3683578.08,942,2017," 3,910 "
657,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-801579.9,540941,596,2017, 908 
658,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 1,458572.87,0,6,2017, -   
659,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,254889.92,368498.22,191,2017," 1,929 "
660,no,Indirect Public/Utility,1,1,1,3,British Columbia,no,Red,yes,N,13,Type 1,-246407.59,-91413.01,83,2017,"-1,101 "
